Authority values
984885: 0.0096774
985976: 0.00782673
988426: 0.00512934
988835: 0.000356087
989157: 0.0059794
989530: 0.00443858
990329: 0.0117702
991345: 0.00474371
991349: 0.00196691
992293: 0.00783212
992308: 0.00856096
992421: 0.0071423
992829: 0.00144443
994639: 0.0123752
995521: 0.0128694
995574: 0.00158838
995679: 0.000644085
996295: 0.000209066
996419: 0.00652568
996674: 0.0076451
997189: 0.0147824
998199: 0
998890: 0.00961035
999382: 0.0102385
999980: 0.0047889
1001882: 0.00592834
1002731: 0.00183701
1003265: 0.00495782
1003560: 0.00895469
1003781: 0.00280988
1003926: 0.00111849
1005263: 0.00551025
1006015: 0.00744631
1006411: 0.0282407
1007558: 0.00494085
1007914: 0.00502457
1008031: 0.00284127
1009041: 0.00544342
1009789: 0.00560975
1010992: 0.00160919
1011776: 0.00673484
1011912: 0.00822383
1013520: 0
1014514: 0.00168745
1015382: 0.0122015
1018608: 0.000148213
1018994: 8.85386e-05
1019389: 0.00413795
1020671: 7.3408e-06
1021205: 0.00285232
1024164: 0.00467134
1024673: 0.00342383
1024693: 0.00614736
1025144: 0.0115055
1025913: 0.00301009
1025942: 0.00746565
1029246: 0.000489282
1031810: 0.00187294
1032610: 0.000197325
1034453: 0.00705224
1035091: 0.00266802
1036259: 0.00615441
1036386: 0.000806009
1036601: 0.00169477
1039853: 0.00837038
1041934: 0.00123501
1041955: 0.00482402
1042259: 0.00700671
1042720: 0.0196074
1043560: 0.000262727
1043565: 0.00171748
1044721: 0.00391658
1044947: 1.43104e-05
1045465: 0.00998343
1048927: 0.00312411
1049279: 0.00384173
1051313: 0.0030042
1051662: 0.0011638
1052290: 0.00882037
1052392: 0.00648535
1052621: 0.00148473
1052910: 0.00263463
1054639: 0.00783421
1055454: 0.0033958
1057262: 0.0173949
1058889: 0.00411588
1058965: 0.00489888
1059144: 0.00207911
1059460: 0.00372378
1060576: 0.00750712
1062548: 0.00592082
1065214: 0.00483912
1065474: 0.00422419
1066440: 0.00489904
1067885: 0.000145796
1068639: 0.00364628
1071123: 0.00731518
1071662: 0.00652606
1071769: 0.00369329
1072149: 0.0120293
1072241: 0.0027895
1074435: 0.00630823
1075261: 0.0364531
1075292: 0.00709996
1075971: 0.0104588
1077225: 0.0569629
1077305: 0.00507144
1078820: 7.10055e-05
1079469: 0.000883999
1079492: 0.00097159
1079534: 0.000534158
1084118: 0.00275586
1084219: 0.000276724
1090096: 0.00113757
1090533: 0.0164181
1091334: 0.00731048
1092923: 0.0258087
1095706: 0.00758283
1096619: 0.0181423
1098967: 0.00199304
1099965: 0.00760515
1100670: 0.0347699
1104040: 0.00223608
1104754: 0.0024286
1105823: 0.0026192
1106191: 0.00934236
1106342: 0
1107392: 0.00468969
1107998: 0.00260462
1109665: 0.00217363
1110492: 0.000506343
1113258: 0.00732437
1114249: 0.000182576
1115478: 0.00456525
1115700: 0.0026994
1115701: 0.00302466
1115829: 0.0012368
1116933: 0.00639839
1118198: 0.0183418
1121290: 0.00620914
1122562: 0.0058626
1124261: 0.00226332
1124761: 0.00317693
1125711: 0.00403045
1127085: 0.00973827
1129329: 0.00129531
1129614: 0.00708684
1129827: 0.0128784
1129957: 0.009255
1132434: 0.00346146
1133895: 0.000189077
1134855: 0.00516577
1135733: 0.00346642
1136363: 0.00186434
1136715: 0.000100689
1137489: 0.00645953
1139893: 0.0130021
1141367: 0.00681304
1141972: 0.00671296
1143575: 0.00896644
1145870: 0.000112066
1146204: 0.00473259
1147196: 0.00707635
1147826: 0
1149440: 0.000494043
1149882: 0
1150012: 0.0049449
1150486: 0.0108226
1150961: 0.00740482
1152833: 0.00700173
1153819: 0.00392848
1156149: 0.00323901
1158591: 0.010665
1159411: 0.0156561
1160920: 0.00169093
1161337: 0.00301234
1161948: 7.1347e-06
1164252: 0.0058112
1164532: 0.0109121
1164933: 0.0172539
1165316: 0.00577064
1165436: 0.00166702
1165726: 0.000293527
1167687: 0.00521907
1168741: 0.00136356
1170226: 0.00430637
1171192: 0.00834417
1171708: 0.00165198
1173018: 0.00508697
1176191: 0.006588
1176584: 0.00220245
1176591: 0.00696092
1176603: 0.0103006
1176609: 0.00854186
1177284: 0.00513771
1177467: 0.000293313
1177754: 0.0021405
1178063: 0.0131432
1178458: 0.0206084
1178671: 0.00386256
1179101: 0.000700954
1180080: 0.00480716
1180567: 0.0018018
1181612: 0.00793409
1182343: 0.000316406
1182469: 0.00697626
1182582: 0.00572423
1183019: 0.00786548
1184906: 2.08865e-05
1185307: 0.00052594
1186027: 0.00441857
1186839: 0.00482451
1186897: 0.00158141
1187101: 0.0022925
1188012: 0.000405136
1188592: 0.00027194
1190316: 0.0123803
1190346: 0.000289146
1190375: 0.00084425
1192348: 0.00199022
1195240: 0.00287159
1196634: 0.0231313
1196694: 0.0055601
1196708: 0.0121487
1196887: 0.0103143
1197274: 0.0404225
1197294: 0.00248515
1198480: 0.00132602
1198861: 4.11792e-05
1199209: 0.00767606
1200867: 0.00773839
1201385: 0.0168844
1204208: 0.00800321
1205291: 0.0022925
1205341: 0
1205390: 0.000394097
1205872: 0.0142759
1205933: 0.00522206
1207924: 0.000286113
1209491: 0.00036987
1210960: 0.00229909
1210970: 0.00260013
1211002: 0.00257911
1211022: 0.00352163
1211124: 0.00242306
1213430: 0.00502428
1213436: 0.000143036
1213838: 0.00538018
1213941: 0.0209276
1213966: 9.16908e-05
1217793: 0.00345541
1220673: 0.00409525
1220817: 0.0329531
1222778: 0.00260275
1222780: 0.000412662
1223424: 0.00256261
1223807: 0.000144545
1224181: 0.00414199
1228095: 0.00585479
1228480: 0.0038092
1229733: 0.00546956
1230224: 0
1234056: 0.00100773
1234219: 0.00317004
1234420: 0.00109526
1234517: 0.00687342
1236201: 0.0103123
1238697: 0.00111883
1240019: 3.93054e-05
1240595: 0.00539385
1240738: 0.0110779
1241065: 0.00102536
1241326: 0.0190515
1242747: 0.00125246
1243208: 0.0035926
1243526: 0.00336345
1246115: 0.000195445
1247257: 0.00544848
1248148: 0.00423413
1248656: 0.0022925
1249322: 0.00536879
1249560: 0.000416371
1249840: 0.0024156
1250078: 0.000906783
1251846: 0.000187006
1251878: 0.00973369
1253646: 0.00128543
1255620: 0.000379579
1255719: 0.00940569
1255834: 0.0342681
1256774: 0.00686156
1259801: 0.0137603
1260926: 7.47358e-05
1261347: 0.00215273
1261733: 0.00715066
1265771: 0.00106081
1266566: 0.000907575
1266684: 0.00900895
1268106: 0.00837061
1268360: 0.0022925
1268406: 0.000256368
1268485: 0.00251901
1268625: 0.00756403
1270655: 0.0179685
1270808: 0.0022925
1273057: 0.000338433
1275656: 0.0249687
1276491: 0.00349879
1277260: 0.000354539
1277557: 0.000306329
1277652: 0.00559712
1278102: 0.0121567
1278286: 0.00358878
1278430: 1.42691e-05
1280419: 0.000463817
1280878: 0.0135568
1283118: 0.00812811
1284316: 0.0044857
1284489: 0.000250151
1284671: 0.00685158
1285228: 8.70493e-05
1286380: 0
1286661: 0.000205799
1289446: 0.00423884
1289950: 0.0096724
1297558: 0.00616693
1298192: 3.11023e-05
1298400: 0.00215721
1302479: 0.000550424
1304065: 1.72521e-05
1306052: 0.00200198
1307046: 7.38896e-05
1308452: 0.00204832
1312471: 0.00769438
1313305: 0.0051007
1315702: 0.00174711
1315924: 0.00264516
1315925: 0.0019656
1324446: 0.00402902
1324570: 0.00936597
1326932: 0.00200954
1329168: 0.00925593
1330222: 0.00690175
1330890: 0.00210845
1333010: 8.38215e-05
1335675: 0.00333897
1336869: 0.00617795
1337333: 0.00399253
1338273: 0.0122741
1338556: 0.00498657
1340040: 0.00132318
1340477: 0.00216216
1341753: 0.00655233
1341761: 0.0066237
1343446: 0.00141555
1344011: 0.00535201
1344406: 0.00270468
1347893: 0.0217381
1350109: 0.0217295
1352321: 0.00136745
1353789: 0.000369067
1355512: 0.00593884
1358182: 0.00420467
1358317: 0.000249111
1359374: 0.00519161
1360007: 0.00262531
1360333: 0.0027213
1362719: 0.00206982
1363270: 0.0013718
1363440: 0.00587551
1364072: 0.00466617
1367924: 0.00474749
1368404: 0.00673945
1368657: 0
1369996: 0.0045686
1370321: 0.00956737
1372885: 0.000371916
1376725: 0.00518447
1376890: 0.00138319
1378439: 0.00208581
1383514: 0
1386692: 0.0204564
1386785: 0.0135298
1387542: 0.00949448
1388288: 0.00472398
1389626: 0.0055086
1393991: 0.0009302
1394541: 0.0145356
1395774: 0.00773837
1402924: 0.00234075
1404388: 0.00325492
1405682: 0.000200941
1408207: 0.00773361
1408723: 0.00016562
1408745: 0.000185507
1414107: 0.00377755
1414231: 0
1414315: 0.00590706
1414524: 0.000428923
1415299: 0.00163454
1416944: 0.00035946
1418352: 0.00179561
1418824: 0.00381415
1419123: 0.00144071
1419193: 0.00822964
1419265: 0.00452727
1419514: 0
1422058: 0.00896919
1424866: 0.00270261
1425641: 0
1427583: 0.00953117
1428088: 0.00052986
1428783: 0.0162711
1429630: 0.000134227
1430040: 0.000619211
1430828: 0.00628733
1431198: 0.00567023
1433347: 0.000409912
1433606: 0.00471022
1436308: 0.00659835
1437112: 0.00428486
1437235: 0.0111931
1437548: 0.0030954
1438541: 0.00488453
1439045: 0.0112053
1439297: 0.00188561
1440044: 0.00720502
1441247: 0.0286673
1442226: 0.00171642
1444255: 0.000598563
1444691: 0.00355052
1449636: 0.0098185
1451629: 0.0027132
1451848: 0.00217719
1455076: 0.0022925
1455338: 0.00661234
1456744: 0.000208669
1457808: 0.00434951
1459471: 0.00356451
1460157: 0.00434807
1462445: 0.00748646
1464185: 0.000169883
1465515: 0.00620128
1465669: 0.0129214
1467304: 0.0166801
1468115: 0.00765893
1472826: 0.00111472
1474380: 0.00107553
1475100: 0.000290151
1482292: 0.00539664
1482329: 0.00435721
1485411: 0.00210757
1485789: 0.00963923
1491495: 0.00194261
1494648: 0.0206728
1495503: 0
1507545: 0.00598915
1508243: 0.000294322
1508743: 0.00148921
1509102: 0.00328758
1512033: 0.00961124
1512111: 0.000249527
1512347: 0.00895391
1512707: 0.00367994
1513032: 0.010282
1516611: 0.00519339
1516685: 0.00749709
1517110: 0.0170053
1517662: 0.0115458
1518440: 0.00674076
1518785: 0.00181073
1523829: 0.0103774
1524585: 0.00507632
1529248: 0.0111546
1531355: 0.00227768
1531578: 0
1532025: 0.00431405
1532026: 0.000800807
1532692: 0
1533342: 0.0131591
1534138: 0.00414163
1539839: 0.00453121
1540089: 0.00313935
1546743: 0.00977828
1546762: 0.00845705
1551646: 0.000175315
1552343: 0.0053046
1552845: 0.00350103
1553485: 0.0133545
1555022: 0.0159402
1555101: 0.0100804
1556246: 0.00898745
1556718: 0.00260863
1558079: 0.0117281
1560005: 0.00383675
1560773: 0.00795351
1561900: 0.000372362
1564167: 0.00381568
1564460: 0.00271372
1565691: 0.00102652
1566035: 0.00146457
1566175: 0.0166819
1566355: 0.0036147
1567844: 5.03982e-05
1570983: 0.0231956
1573080: 0.0044794
1575082: 0.00452967
1575166: 0.00526808
1575279: 0.00847903
1577043: 0.00291787
1577128: 6.84426e-05
1579688: 0.00661023
1579906: 0.0082924
1581372: 0.00561241
1581872: 0.00919924
1583409: 0.00813282
1584051: 0.00821866
1584991: 0.00576311
1586945: 0.00539188
1588111: 0.010347
1588181: 0.000477771
1589819: 0.00212059
1589832: 0.00801109
1589836: 0.000145796
1590547: 0.00675361
1591888: 0.0053676
1591916: 0.0182199
1594360: 0.0046645
1594680: 0.0049631
1595207: 0.00655356
1595626: 0.000208669
1599527: 0.000950083
1600272: 0.000545592
1600591: 0.000870865
1601117: 0.00866139
1602071: 0.00252074
1604474: 0.00424298
1605924: 0.00227183
1606297: 0.00187938
1606370: 0.00252705
1606482: 0.0049731
1610009: 0
1610950: 0.00579975
1612942: 0.00513207
1613422: 0.000156774
1614482: 0.00867693
1615714: 0.00376676
1619893: 0.00458669
1620022: 0.00897545
1622419: 0.0082721
1623046: 0.003837
1624080: 0.00478719
1624191: 0.00312411
1630423: 0.0015686
1631071: 0.00223721
1633392: 0.00660564
1633684: 0.000137353
1633887: 0.000654409
1638777: 0.00679953
1641284: 0.00388377
1645518: 0.0271463
1646672: 0.00336028
1647685: 0.00536046
1651319: 0.000372578
1651973: 0.00474123
1652437: 0.0106913
1654301: 0.000730132
1654609: 0.0077502
1655558: 0.00849531
1655563: 8.56301e-05
1656735: 0.00814143
1658301: 0.0156357
1658649: 0.00552825
1660051: 0.00458411
1660427: 0.00816403
1661931: 0.00580573
1662976: 0.00191115
1667697: 0.00797211
1669273: 0.000336683
1672889: 0.000455699
1673620: 0.0015536
1673907: 0.0177695
1674448: 0.00473523
1674460: 0
1674512: 0.00128373
1674796: 0.011282
1676048: 0.0110865
1678806: 0.0116565
1681498: 0.000593888
1682407: 0.00363771
1683072: 0.00652613
1683858: 0.00312411
1684923: 0.00490935
1685749: 0
1685787: 0.01968
1687828: 0.00809754
1690075: 0.0014094
1690785: 0.00179506
1690887: 0.00578154
1693146: 0.000684817
1693174: 0.00177139
1694862: 0.000178211
1695296: 0.000748317
1697186: 0.0314562
1699017: 0.000834154
1700192: 0.000552789
1701199: 6.14107e-05
1702263: 0.00083952
1702380: 0.000314809
1704770: 0.00151035
1705173: 0.0116828
1705958: 0.000160607
1706734: 0.0047529
1707086: 0.00341067
1707502: 0.0116322
1707979: 0.0142535
1708617: 4.16636e-05
1711175: 0.015634
1712630: 0
1713552: 0.0226578
1714180: 0.000611465
1715675: 0.0064511
1717012: 0.000489582
1717746: 0.00685251
1718997: 0.00148786
1719574: 0.00188561
1723135: 0.00349852
1723487: 0.00573653
1724551: 0.00887967
1727224: 0.00480298
1727595: 0.00912041
1732623: 0.00485413
1738018: 0.00249552
1738605: 0.0258075
1739001: 0.000142623
1739088: 0.0175112
1739869: 0.0110356
1740394: 0.0046155
1741126: 0.000983449
1741459: 0.014894
1744844: 0.00284332
1749326: 0.0193757
1749962: 0.00313371
1750205: 6.87907e-05
1751967: 0.00342001
1751996: 7.85832e-05
1752014: 0.00872637
1752739: 0.000516989
1753384: 0.00225236
1753391: 0.000197708
1753441: 0.00908549
1753624: 0.000282454
1755846: 0.0110331
1756545: 0.010205
1757077: 0.000117904
1762417: 0
1762592: 0.000198042
1763075: 0.00531476
1763380: 0.000300273
1763882: 0.00291792
1765158: 0.00210355
1765941: 0.011992
1770506: 0.00921307
1771747: 0.00769695
1771772: 0.00441744
1773721: 8.14523e-05
1774467: 0.00165186
1779095: 0.00113806
1780148: 0.00168545
1783100: 0.00255044
1785320: 0.0045417
1787587: 0
1789115: 0.00308556
1789572: 0.000424111
1793375: 0.00401077
1796570: 0.000169883
1796949: 0.0141448
1803344: 0.00193198
1805844: 0
1807359: 0.00010224
1807374: 4.75072e-05
1807889: 0.00446031
1811203: 0.00416551
1812530: 0.00229446
1812830: 0.00304563
1813417: 0.000437541
1814301: 8.4216e-05
1814421: 0.00712353
1816497: 0
1817281: 0.00167435
1823805: 0.000937251
1824158: 0.00254785
1825923: 0.00348715
1826429: 0.00388095
1827343: 0.00157755
1828719: 0.00331033
1828959: 0.00641913
1830364: 0.000194875
1830596: 0.00368726
1832862: 0.00701932
1834880: 0.00112215
1836609: 0.000276476
1839441: 0
1841639: 0.00378303
1843611: 5.47011e-05
1843771: 0.00647097
1844876: 0.00111244
1853135: 0.00415209
1858942: 0.0215661
1861019: 0.00159007
1861497: 0.00044946
1861516: 0.000977967
1862404: 0.00519016
1862416: 0.00691315
1863298: 0.00189842
1864889: 0.0031028
1868994: 0.00537165
1870398: 0.00541671
1874233: 0.00577099
1874448: 9.82604e-05
1875356: 0.00199086
1876018: 0.0105105
1876831: 0.00255113
1877273: 0.00300157
1879423: 0.00481484
1880953: 0.00634465
1883225: 0.00142192
1886352: 0.00807536
1889736: 0.00670927
1890172: 0.00672022
1890510: 0.000735138
1891221: 0
1894098: 0
1895671: 0.00249766
1896596: 0.00872875
1897245: 0
1897600: 0
1898733: 0
1904912: 0.00746261
1905405: 0.00450042
1906526: 0.00321124
1908125: 0.000231143
1909823: 0.00597362
1913008: 0.0167004
1914119: 0.00820201
1914260: 0.00441942
1914505: 3.38946e-05
1915219: 0.00862507
1915751: 0.00253654
1921109: 0.0177005
1921119: 0.00124189
1924628: 0.00418861
1925619: 0.00097507
1925670: 0.00097507
1926240: 0.0118974
1928836: 5.53145e-05
1932188: 0.00375984
1932227: 0.00452527
1932228: 0.000477177
1937465: 0.00548498
1939879: 0
1940236: 0.00343981
1942019: 0.00198219
1944739: 0.00141776
1945062: 0.00257016
1948876: 0.00452114
1951679: 0.00172034
1952226: 0.00318018
1953581: 0.000243167
1954843: 0.000915268
1954948: 0.00626674
1956387: 0.0133114
1956394: 0.0141597
1956397: 0.0155114
1956399: 0.0125252
1957379: 0.00123631
1957829: 0.0060587
1959465: 0.00693303
1960233: 6.14107e-05
1963274: 0.00647377
1963405: 0.0233565
1963414: 0.00618656
1965641: 0.00696311
1965944: 8.84806e-05
1966272: 0.00347447
1968141: 0.00602624
1971534: 0.00259817
1972070: 0.0013103
1972639: 0.00206206
1974225: 0.00307548
1974581: 0.000610868
1974777: 0.0328543
1975069: 0.0153675
1979623: 0.0161705
1980037: 0.00391014
1981374: 0.00360501
1983117: 0.00395571
1983210: 0.00376469
1986121: 0.00485138
1986253: 0.000101698
1987145: 0.00819428
1988033: 0.00080501
1990221: 0.00718155
1995743: 0.000213746
1997308: 0.00122848
1997446: 0.000410263
1997785: 0.0085982
2001664: 0.019453
2001990: 0.00608036
2003795: 0.000263361
2003910: 0.00228265
2005983: 0.00129712
2011002: 0.00199866
2013184: 0.00287189
2015799: 0.00858139
2016249: 0.00781632
2018145: 0.00589351
2019005: 0.00818776
2019720: 0.00504757
2022560: 0
2025657: 0.00202505
2025685: 0.000160546
2025720: 0.000160546
2025741: 0.000160546
2025981: 0.00224001
2026055: 0.00352032
2026752: 0.0064518
2027249: 0.000168493
2027682: 0.00130855
2029255: 0.00841019
2032735: 0.000595746
2033493: 0.000822616
2033955: 5.64876e-05
2044158: 0.0159034
2045314: 0.00663193
2045374: 0.0061707
2046576: 0.00031437
2047988: 0
2050394: 0.0095377
2053009: 0.00231088
2053954: 0.00287299
2055164: 1.54573e-05
2057358: 0.00101016
2058237: 0.00416551
2060402: 0.00199958
2064069: 0.00157775
2064461: 0.00596676
2067092: 0.0024408
2067825: 0.0118445
2070074: 0.00196705
2070564: 0.00372546
2071364: 0.00236634
2075054: 0.0121153
2076043: 0
2076321: 0.00512407
2076654: 0
2076744: 0.000141314
2078819: 0.000408397
2079180: 0.00574068
2081765: 0.00062363
2082313: 0.00809399
2092039: 0.00174439
2096623: 0.00647437
2097169: 0.00275073
2103242: 0.00640912
2104830: 0.00949948
2104998: 0.0112385
2108313: 0.00809608
2110257: 0.000983089
2112491: 0.003903
2116376: 7.64512e-05
2118008: 0
2120811: 2.52051e-05
2121240: 0.00972579
2123310: 0.00186078
2125822: 0.0103472
2125934: 0.00416228
2126501: 0.0473845
2133945: 0.00685475
2134118: 0.000619609
2137226: 0.000872759
2141428: 0.0019678
2142843: 0.0122657
2143212: 0.00697333
2143568: 0.000117904
2144376: 0.00523961
2144672: 8.14523e-05
2145981: 0.000554367
2146459: 0.00809187
2146673: 0.00434546
2147726: 0.0114086
2148229: 0.00184801
2148812: 0.00284926
2151730: 0.00206409
2152837: 0.00724733
2152843: 0.00129211
2154852: 0.00370848
2155855: 0.000862582
2156560: 0.00269211
2156696: 0
2160549: 0.00155056
2161101: 4.95005e-05
2161254: 0.00633295
2163534: 0.00293071
2166236: 0.00465812
2167345: 0.000262654
2168612: 0.00534667
2171552: 0.0082353
2172540: 0.000896038
2173406: 0.00242516
2176142: 0.0152153
2177220: 0.00436262
2183272: 0.00132995
2185099: 0.00849138
2187031: 0.00644884
2187862: 0.000277798
2189908: 0.00693926
2198844: 0.0478366
2199641: 0.000140994
2202960: 0.000116642
2208016: 0.00335471
2208391: 0.00936364
2210734: 3.39931e-05
2211110: 0
2214492: 0.0104853
2214845: 0.00203864
2215456: 0.0018113
2216545: 0
2218400: 0.0026666
2222092: 8.25753e-05
2222094: 0.000112066
2222399: 0.0041352
2224433: 0.00735794
2225836: 0.00955332
2227435: 0.00534499
2227761: 0.00492237
2229030: 0.00254381
2230520: 0
2233219: 0.000743238
2234333: 0.00239126
2234797: 0.00658751
2236655: 0.000818474
2236838: 0
2244805: 0.00559662
2248337: 0.00212882
2248421: 5.58599e-05
2251780: 0.00301891
2253121: 0.000428306
2255378: 4.41734e-05
2256616: 0.00426753
2258397: 0.000148438
2263492: 0.0145857
2263536: 0.00246339
2267488: 4.0671e-05
2270667: 0.00765658
2271004: 0.00178366
2271282: 0.00692776
2274524: 0.00671498
2279223: 0.00237959
2280273: 0.00315676
2281397: 0.012643
2289648: 0.0301468
2292499: 0.000478521
2295345: 0.00453845
2301073: 0.00548346
2304367: 0.0062358
2304745: 0.000726334
2305323: 0.000616369
2305336: 0.00861697
2307042: 0.00370041
2309924: 0
2310624: 0.00854692
2311226: 0.000732814
2311347: 0.00301939
2311741: 0.00178108
2312544: 0.000534129
2313050: 0.0211266
2316652: 0.00742568
2317149: 0.00578805
2318161: 0.00378477
2318261: 0.00510434
2319998: 0.00131966
2320168: 0
2321080: 0.00137469
2321219: 0.00468332
2322759: 0
2324412: 0.00412224
2324694: 0.0114227
2332307: 0.00321945
2333096: 0.0124545
2335273: 0.00272788
2337354: 0.00157775
2341523: 0.000740209
2345542: 0.00584487
2346717: 0.00867725
2346998: 0.00703208
2348017: 0
2349707: 0.00162091
2351263: 0
2354662: 8.85067e-05
2355708: 0.00266273
2356105: 0.000535771
2356713: 0.0130959
2359720: 0.00650042
2360839: 0.00408221
2361042: 0.0141623
2362711: 0.00338246
2376311: 0.0212192
2376452: 0.0051213
2378466: 0.00889847
2379011: 0.0125721
2380393: 0.0132563
2380869: 0.000249241
2385565: 0.00632323
2387511: 0
2387687: 0.00770902
2391188: 0.00635922
2397537: 0.0065682
2397544: 0.00587378
2399620: 0.0117813
2400059: 0.000354261
2401717: 0.00520341
2402309: 0.00754359
2406941: 0.00634412
2410578: 0.0100945
2412039: 0
2412341: 0.000208669
2413288: 0.000699462
2414984: 0.00610644
2415885: 0.00123416
2417303: 0.00530794
2418268: 0.00253996
2419840: 0.00889305
2420085: 0.000585231
2420913: 1.1234e-05
2421520: 0.00152661
2421650: 0.000416199
2429012: 0.00180181
2430273: 0.00316773
2432199: 7.75804e-05
2434244: 0.00638562
2437291: 0.0040739
2447506: 0.020498
2447624: 0.000151339
2447894: 0.0105828
2450846: 0.00991025
2450866: 0.00018537
2454187: 0.00308574
2455692: 3.4834e-05
2456331: 0.000605398
2456940: 0.00168662
2460052: 0.000726909
2464767: 0.00117642
2466799: 0.000147557
2467083: 0.0100298
2471464: 0.0041319
2472154: 0.0105758
2472625: 0.0025988
2475211: 0
2475889: 0.000338433
2478598: 0.0223374
2480133: 0.00200875
2480413: 0.00253048
2480627: 0.0123237
2487140: 0.00097507
2487168: 0.00590448
2488232: 0.0053594
2488543: 0.000976397
2489466: 0.000845271
2491088: 0.00467713
2491859: 0.0151631
2494079: 0.00341546
2494674: 2.98811e-05
2495348: 0.00165893
2496481: 0.00570811
2498192: 0.00115095
2508202: 0.00103461
2508946: 0.00320384
2509143: 0.00177555
2511234: 0.00132259
2512010: 0.00536012
2515655: 0.00663357
2518255: 0.00124194
2518674: 0.00105523
2520336: 0.00289669
2520383: 0.00194068
2520523: 0.00368991
2524124: 0.00166696
2534062: 0.0015897
2535600: 0.00324126
2538350: 0.00955372
2541988: 0.0122035
2555762: 0.000783364
2558317: 0.0113899
2560969: 0.00158652
2563157: 0.00381893
2564355: 0.00871777
2568013: 0.00566508
2569378: 0.0314522
2569903: 0.00335113
2571057: 0.000336683
2571064: 0.00431269
2575000: 0.00292943
2575521: 0.00265956
2576024: 0.00416551
2576842: 0.00198902
2579210: 0.0122903
2580351: 0.00635755
2584828: 0.00147209
2587364: 0.00192469
2588052: 0.00978775
2588135: 0.000125795
2589256: 0.0109788
2589341: 0.00640764
2589388: 0.00443232
2589390: 0.00829326
2589710: 0.01218
2589979: 0
2590577: 0.000860766
2592278: 0
2593398: 0.000143611
2594047: 0.0033192
2594411: 0.00200114
2600983: 0.00280559
2603317: 0.0197758
2604922: 0.00421936
2605526: 0.000781312
2617308: 0.00297569
2620274: 0.00839387
2620447: 0.00718216
2622108: 0.00130855
2625421: 0.00212182
2632722: 0.00846223
2635169: 0.015784
2645367: 0.00485263
2646241: 0.00421936
2647041: 0.00369405
2647488: 0.00455869
2647638: 0.00234492
2648074: 0.00287932
2648712: 0.000647259
2651705: 0.0129925
2653079: 0
2653706: 0.000876195
2656294: 0.00879605
2661814: 0.0063935
2663763: 0.000140994
2665577: 0.00590849
2673499: 0
2676890: 0.00258478
2678619: 0.000150697
2681082: 0.000181385
2681951: 0.00347747
2682026: 0.00089775
2683413: 0.01414
2696525: 0.0045466
2700440: 0.00132716
2701021: 0.00233229
2701104: 0
2702169: 0.00132526
2702905: 0.00444016
2705671: 0.00682202
2710637: 0.0114523
2711073: 0
2712500: 0.013068
2716487: 0.00355016
2722913: 1.21479e-05
2722934: 1.21479e-05
2724271: 0.0063697
2725380: 0.00836723
2728137: 0.0023645
2731583: 0.0167958
2732586: 0.00691982
2735890: 0.00952063
2737663: 0.0133988
2761533: 0.00118223
2762177: 0.00468055
2762616: 0.000597698
2764653: 0.000250151
2766604: 0.00175773
2768452: 0.00218902
2773096: 0.00102882
2776113: 0.000439076
2779020: 0.000976548
2783421: 0.00155503
2791120: 0.00279186
2798426: 0.00385458
2812126: 0.000103338
2813194: 0.00476408
2815163: 0.00304394
2820048: 0.00340217
2823699: 0.00347165
2837362: 0.000154091
2840685: 0.00020927
2843178: 0.000481769
2844497: 0.00213121
2844806: 0.00481521
2845292: 0.00112994
2847900: 6.26916e-05
2850099: 0.00532438
2851296: 0.00564781
2851743: 0.00446097
2854462: 0.00382832
2854898: 0.000504911
2855554: 0.00210826
2855952: 0.00370238
2860948: 0.000860492
2862085: 0.000316446
2864553: 0.0118225
2871128: 0.00208914
2873466: 0.00143541
2878100: 0.00422084
2881835: 0.00580114
2886717: 0.00194399
2891308: 0.00452721
2891685: 0.0072229
2892101: 0.012458
2896255: 0.0147193
2900050: 0.00599294
2900516: 0.00129343
2902874: 0
2902950: 0
2902981: 0.0108428
2905849: 0.000255271
2906081: 0.00293575
2909529: 0.00149288
2911436: 0.00904714
2911625: 0.0029173
2911627: 0.0079898
2912526: 0.00733943
2914114: 0.00530507
2917744: 0.00397947
2917772: 0.00134788
2917773: 0
2928737: 0.00746514
2929176: 0.00189812
2933347: 0.00701078
2935178: 4.71746e-05
2935379: 0.0077307
2936835: 0.0114541
2943216: 0.00664759
2945080: 0.00561183
2945546: 0.006994
2950983: 0.00166465
2955185: 0.00149296
2955470: 0.0188611
2956713: 0.00247073
2956745: 0.00183231
2965244: 0.00503808
2969247: 0.0242819
2970486: 0.00201448
2971548: 0.00114118
2971766: 0.00805776
2972914: 0.00288032
2978323: 0.00142813
2979794: 0.00362536
2981390: 0.0011477
2982483: 0.00188062
2985434: 0.00375964
2991157: 0.00226659
2992330: 0.00116158
2992958: 0.00263902
2995702: 0.000445473
3002350: 0.0132713
3005488: 0.0147818
3009816: 0.000754125
3011806: 0.00357572
3018540: 0.00964688
3023654: 0
3024106: 0.00469935
3034156: 0.00230781
3035169: 9.37945e-05
3039014: 0.00127327
3040356: 0.000686463
3049321: 0.00643708
3050376: 0.000972899
3055852: 0.000142708
3057187: 0.000432864
3061257: 0.00859735
3065733: 0.00155794
3067787: 0.000182378
3067795: 0
3073361: 0.00219037
3078751: 0.000663587
3083335: 0.000253406
3088675: 0.0012065
3089253: 0.00595006
3093575: 0.0146343
